 nr   logfactor           convergence         I                           I.eq                pH                          chargebalance       Ca+2.logact                 Ca+2.tot            F-.logact                   F-.tot              Gypsum[s].logact            Gypsum[s].tot       Gypsum[s].un                Gypsum[s].eq       
                                                                          0.0                                             0.0                                             2.49000000e-4                                   2.89000000e-4                                   1.00000000e-9                                   0.0                

 1.0  0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -15.0000000               X -3.09012256e4       -15.0000000               X  1.47922562e-5      -15.0000000               X  3.09012256e4       -1.00000000e-3              -14.9990000         
 2.0  -0.9062951748258254 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -14.0000000               X -3.09012256e4       -14.0000000               X  1.48028066e-4      -14.0000000               X  3.09012256e4       -1.00000000e-3              -13.9990000         
 3.0  0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.5862578               X  3.84267506e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 4.0  0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.6938319               X  2.99822429e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 5.0  0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7095013               X  2.89181231e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 6.0  0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097734               X  2.88999848e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 7.0  0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731               X  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 8.0  0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 9.0  0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 102. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 103. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 104. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 105. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 106. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 107. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 108. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 109. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 110. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 111. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 112. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 113. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 114. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 115. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 116. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 117. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 118. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 119. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 120. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 121. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 122. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 123. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 124. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 125. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 126. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 127. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 128. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 129. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 130. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 131. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 132. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 133. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 134. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 135. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 136. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 137. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 138. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 139. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 140. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 141. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 142. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
 143. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -13.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -13.0000000               X  3.09012256e4       -1.00000000e-3              -12.9990000         
 144. 0.0                 17.489975707938477  1.00000000e-1            X -6.41573195e6       -7.00000000               X  1.27696617e7       -12.0000000               X -3.09012256e4       -13.7097731                  2.89000000e-4      -12.0000000               X  3.09012256e4       -1.00000000e-3              -11.9990000         
